Category,City,Country/Region,Manufacturer,Order Date,Order ID,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Dallas,United States,Acco,2022-07-09,US-2022-123456,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Corporate,2022-07-13,Standard Class,Texas,Appliances,0.8,-121.58,2,48.632
Office Supplies,Nashville,United States,Binney & Smith,2022-07-09,US-2022-153626,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Consumer,2022-07-14,Standard Class,Tennessee,Art,0.2,0.8385,3,5.16
Office Supplies,Clinton,United States,Other,2022-07-09,US-2022-132626,Prismacolor Color Pencil Set,East,Consumer,2022-07-14,Standard Class,Maryland,Art,0,32.5376,4,79.36
Office Supplies,Franklin,United States,Wilson Jones,2022-07-09,US-2022-111094,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",East,Corporate,2022-07-13,Standard Class,Massachusetts,Binders,0,59.0112,3,122.94
Office Supplies,Clinton,United States,Wilson Jones,2022-07-09,US-2022-132626,Wilson Jones Active Use Binders,East,Consumer,2022-07-14,Standard Class,Maryland,Binders,0,21.4032,6,43.68
Office Supplies,Clinton,United States,Other,2022-07-09,US-2022-132626,"Performers Binder/Pad Holder, Black",East,Consumer,2022-07-14,Standard Class,Maryland,Binders,0,42.045,3,84.09
Office Supplies,Clinton,United States,GBC,2022-07-09,US-2022-132626,GBC Recycled VeloBinder Covers,East,Consumer,2022-07-14,Standard Class,Maryland,Binders,0,70.5456,9,153.36
Office Supplies,Clinton,United States,Advantus,2022-07-09,US-2022-132626,Advantus Map Pennant Flags and Round Head Tacks,East,Consumer,2022-07-14,Standard Class,Maryland,Fasteners,0,5.056,4,15.8
Office Supplies,Clinton,United States,Avery,2022-07-09,US-2022-132626,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",East,Consumer,2022-07-14,Standard Class,Maryland,Labels,0,5.6994,3,12.39
Office Supplies,Franklin,United States,TOPS,2022-07-09,US-2022-111094,Tops Wirebound Message Log Books,East,Corporate,2022-07-13,Standard Class,Massachusetts,Paper,0,3.0268,2,6.58
Office Supplies,Clinton,United States,Other,2022-07-09,US-2022-132626,Project Tote Personal File,East,Consumer,2022-07-14,Standard Class,Maryland,Storage,0,28.4809,7,98.21
Technology,Clinton,United States,Fellowes,2022-07-09,US-2022-132626,Fellowes Powershred HS-440 4-Sheet High Security Shredder,East,Consumer,2022-07-14,Standard Class,Maryland,Machines,0,209.2365,3,464.97
Technology,Philadelphia,United States,Panasonic,2022-07-09,US-2022-135314,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,2022-07-14,Second Class,Pennsylvania,Phones,0.4,40.4973,3,269.982
Office Supplies,Tempe,United States,ACCOHIDE,2022-07-10,US-2022-149384,Accohide Poly Flexible Ring Binders,West,Consumer,2022-07-10,Same Day,Arizona,Binders,0.7,-2.244,3,3.366
Office Supplies,San Bernardino,United States,Other,2022-07-10,US-2022-107020,Large Capacity Hanging Post Binders,West,Consumer,2022-07-14,Standard Class,California,Binders,0.2,12.974,2,39.92
Furniture,Philadelphia,United States,Novimex,2022-07-11,US-2022-142237,Novimex Fabric Task Chair,East,Consumer,2022-07-13,First Class,Pennsylvania,Chairs,0.3,-73.176,8,341.488
Furniture,Philadelphia,United States,Other,2022-07-11,US-2022-142237,"Master Big Foot Doorstop, Beige",East,Consumer,2022-07-13,First Class,Pennsylvania,Furnishings,0.2,3.4848,6,25.344
Furniture,Philadelphia,United States,Howard Miller,2022-07-11,US-2022-142237,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Consumer,2022-07-13,First Class,Pennsylvania,Furnishings,0.2,36.225,7,289.8
Furniture,Wilmington,United States,Lesro,2022-07-11,US-2022-136469,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",East,Corporate,2022-07-12,First Class,Delaware,Tables,0.3,-37.1124,4,199.836
Office Supplies,Philadelphia,United States,Newell,2022-07-11,US-2022-142237,Newell 333,East,Consumer,2022-07-13,First Class,Pennsylvania,Art,0.2,0.834,5,11.12
Office Supplies,Seattle,United States,Wilson Jones,2022-07-11,US-2022-142419,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",West,Consumer,2022-07-13,Second Class,Washington,Binders,0.2,34.4232,3,98.352
Office Supplies,Philadelphia,United States,3M,2022-07-11,US-2022-142237,3M Organizer Strips,East,Consumer,2022-07-13,First Class,Pennsylvania,Binders,0.7,-4.752,4,6.48
Office Supplies,Philadelphia,United States,Acco,2022-07-11,US-2022-142237,Acco Suede Grain Vinyl Round Ring Binder,East,Consumer,2022-07-13,First Class,Pennsylvania,Binders,0.7,-2.0016,3,2.502
Office Supplies,Wilmington,United States,Other,2022-07-11,US-2022-136469,Tuf-Vin Binders,East,Corporate,2022-07-12,First Class,Delaware,Binders,0,103.8982,7,221.06
Office Supplies,Seattle,United States,Xerox,2022-07-11,US-2022-142419,Xerox 1896,West,Consumer,2022-07-13,Second Class,Washington,Paper,0,13.4865,3,29.97
Technology,Wilmington,United States,Other,2022-07-11,US-2022-136469,Wilson Electronics DB Pro Signal Booster,East,Corporate,2022-07-12,First Class,Delaware,Phones,0,193.32,2,716
Furniture,Chicago,United States,Global,2022-07-12,US-2022-126557,"Global Push Button Manager's Chair, Indigo",Central,Consumer,2022-07-17,Second Class,Illinois,Chairs,0.3,-5.4801,9,383.607
Furniture,Chicago,United States,Other,2022-07-12,US-2022-126557,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Central,Consumer,2022-07-17,Second Class,Illinois,Furnishings,0.6,-2.134,1,7.76
Office Supplies,Chicago,United States,Newell,2022-07-12,US-2022-126557,Newell 32,Central,Consumer,2022-07-17,Second Class,Illinois,Art,0.2,0.6912,3,6.912
Office Supplies,Chicago,United States,Other,2022-07-12,US-2022-126557,Tuff Stuff Recycled Round Ring Binders,Central,Consumer,2022-07-17,Second Class,Illinois,Binders,0.8,-2.9884,2,1.928
Technology,Chicago,United States,Other,2022-07-12,US-2022-126557,Vtech CS6719,Central,Consumer,2022-07-17,Second Class,Illinois,Phones,0.2,53.7544,7,537.544
Technology,Amarillo,United States,Other,2022-07-12,US-2022-112711,Vtech CS6719,Central,Consumer,2022-07-18,Standard Class,Texas,Phones,0.2,30.7168,4,307.168
Technology,Chicago,United States,Other,2022-07-12,US-2022-126557,Geemarc AmpliPOWER60,Central,Consumer,2022-07-17,Second Class,Illinois,Phones,0.2,16.704,2,148.48
Technology,Chicago,United States,GE,2022-07-12,US-2022-126557,GE 2-Jack Phone Line Splitter,Central,Consumer,2022-07-17,Second Class,Illinois,Phones,0.2,49.4376,4,659.168
Furniture,New York City,United States,SAFCO,2022-07-13,US-2022-114069,Safco Contoured Stacking Chairs,East,Consumer,2022-07-15,Second Class,New York,Chairs,0.1,321.84,9,1931.04
Office Supplies,New York City,United States,GBC,2022-07-13,US-2022-114069,GBC Plastic Binding Combs,East,Consumer,2022-07-15,Second Class,New York,Binders,0.2,4.2804,2,11.808
Office Supplies,Houston,United States,Wilson Jones,2022-07-13,US-2022-107349,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Home Office,2022-07-15,First Class,Texas,Binders,0.8,-66.5088,6,41.568
Office Supplies,Macon,United States,Xerox,2022-07-13,US-2022-140851,Xerox 1931,South,Corporate,2022-07-15,Second Class,Georgia,Paper,0,18.6624,6,38.88
Office Supplies,New York City,United States,Easy-staple paper,2022-07-13,US-2022-114069,Easy-staple paper,East,Consumer,2022-07-15,Second Class,New York,Paper,0,4.6812,2,9.96
Furniture,Mesa,United States,Hon,2022-07-14,US-2022-143364,"Hon Metal Bookcases, Black",West,Consumer,2022-07-19,Second Class,Arizona,Bookcases,0.7,-191.646,6,127.764
Furniture,Mesa,United States,SAFCO,2022-07-14,US-2022-143364,SAFCO Arco Folding Chair,West,Consumer,2022-07-19,Second Class,Arizona,Chairs,0.2,49.716,2,441.92
Office Supplies,Mesa,United States,Xerox,2022-07-14,US-2022-143364,Xerox 1899,West,Consumer,2022-07-19,Second Class,Arizona,Paper,0.2,6.7048,4,18.496
Office Supplies,Mesa,United States,SAFCO,2022-07-14,US-2022-143364,SAFCO Boltless Steel Shelving,West,Consumer,2022-07-19,Second Class,Arizona,Storage,0.2,-64.7748,3,272.736
Furniture,San Francisco,United States,Hon,2022-07-16,US-2022-113404,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,Corporate,2022-07-16,Same Day,California,Chairs,0.2,-219.1644,6,1348.704
Furniture,San Francisco,United States,Hon,2022-07-16,US-2022-113404,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,Corporate,2022-07-16,Same Day,California,Chairs,0.2,78.7671,3,700.152
Furniture,Baltimore,United States,Global,2022-07-16,US-2022-146948,"Global Manager's Adjustable Task Chair, Storm",East,Home Office,2022-07-20,Standard Class,Maryland,Chairs,0,43.7842,1,150.98
Office Supplies,Baltimore,United States,Other,2022-07-16,US-2022-146948,"White Envelopes, White Envelopes with Clear Poly Window",East,Home Office,2022-07-20,Standard Class,Maryland,Envelopes,0,63.135,9,137.25
Office Supplies,Baltimore,United States,Acco,2022-07-16,US-2022-146948,"Acco Banker's Clasps, 5 3/4""-Long",East,Home Office,2022-07-20,Standard Class,Maryland,Fasteners,0,5.4144,4,11.52
Office Supplies,New York City,United States,Other,2022-07-16,US-2022-166520,Petty Cash Envelope,East,Corporate,2022-07-19,First Class,New York,Paper,0,39.6312,3,80.88
Technology,New York City,United States,Kensington,2022-07-16,US-2022-166520,Kensington Orbit Wireless Mobile Trackball for PC and Mac,East,Corporate,2022-07-19,First Class,New York,Accessories,0,191.968,10,599.9
Furniture,Bakersfield,United States,Sauder,2022-07-17,US-2022-138534,"Sauder Camden County Collection Libraries, Planked Cherry Finish",West,Consumer,2022-07-19,Second Class,California,Bookcases,0.15,-13.7976,2,195.466
Furniture,Port Saint Lucie,United States,Bush,2022-07-17,US-2022-149629,"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,Corporate,2022-07-20,Second Class,Florida,Bookcases,0.2,5.798,5,231.92
Office Supplies,Houston,United States,Advantus,2022-07-17,US-2022-121132,Advantus T-Pin Paper Clips,Central,Corporate,2022-07-24,Standard Class,Texas,Fasteners,0.2,3.4276,4,14.432
Office Supplies,Houston,United States,Avery,2022-07-17,US-2022-121132,Avery 479,Central,Corporate,2022-07-24,Standard Class,Texas,Labels,0.2,2.0358,3,6.264
Furniture,New York City,United States,Eldon,2022-07-18,US-2022-122973,"Eldon Expressions Wood Desk Accessories, Oak",East,Consumer,2022-07-20,Second Class,New York,Furnishings,0,2.1402,1,7.38
Office Supplies,New York City,United States,Newell,2022-07-18,US-2022-159590,Newell 32,East,Corporate,2022-07-21,First Class,New York,Art,0,1.6128,2,5.76
Office Supplies,New York City,United States,Other,2022-07-18,US-2022-122973,Economy Binders,East,Consumer,2022-07-20,Second Class,New York,Binders,0.2,1.2064,2,3.328
Technology,San Diego,United States,Logitech,2022-07-18,US-2022-111206,Logitech G35 7.1-Channel Surround Sound Headset,West,Consumer,2022-07-22,Standard Class,California,Accessories,0,176.7864,4,519.96
Technology,New York City,United States,Plantronics,2022-07-18,US-2022-122973,"Plantronics CS 50-USB - headset - Convertible, Monaural",East,Consumer,2022-07-20,Second Class,New York,Phones,0,36.7173,1,135.99
Office Supplies,Phoenix,United States,Wilson Jones,2022-07-19,US-2022-160150,Wilson Jones DublLock D-Ring Binders,West,Consumer,2022-07-20,First Class,Arizona,Binders,0.7,-1.35,1,2.025
Furniture,Highland Park,United States,Atlantic,2022-07-20,US-2022-122784,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Central,Consumer,2022-07-27,Standard Class,Illinois,Bookcases,0.3,-52.196,5,913.43
Furniture,Highland Park,United States,O'Sullivan,2022-07-20,US-2022-122784,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Central,Consumer,2022-07-27,Standard Class,Illinois,Bookcases,0.3,-126.4816,4,384.944
Office Supplies,Highland Park,United States,Avery,2022-07-20,US-2022-122784,Avery Durable Binders,Central,Consumer,2022-07-27,Standard Class,Illinois,Binders,0.8,-4.464,5,2.88
Office Supplies,South Bend,United States,Other,2022-07-20,US-2022-160472,"White Envelopes, White Envelopes with Clear Poly Window",Central,Consumer,2022-07-25,Second Class,Indiana,Envelopes,0,49.105,7,106.75
Office Supplies,South Bend,United States,Xerox,2022-07-20,US-2022-160472,Xerox 1981,Central,Consumer,2022-07-25,Second Class,Indiana,Paper,0,11.88,5,26.4
Office Supplies,South Bend,United States,TOPS,2022-07-20,US-2022-160472,Tops White Computer Printout Paper,Central,Consumer,2022-07-25,Second Class,Indiana,Paper,0,45.9754,2,97.82
Office Supplies,South Bend,United States,Other,2022-07-20,US-2022-160472,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,Consumer,2022-07-25,Second Class,Indiana,Storage,0,9.7328,1,34.76
Office Supplies,South Bend,United States,Eldon,2022-07-20,US-2022-160472,Eldon Portable Mobile Manager,Central,Consumer,2022-07-25,Second Class,Indiana,Storage,0,38.178,5,141.4
Technology,South Bend,United States,Imation,2022-07-20,US-2022-160472,Imation Bio 8GB USB Flash Drive Imation Corp,Central,Consumer,2022-07-25,Second Class,Indiana,Accessories,0,124.68,5,831.2
Technology,Highland Park,United States,Pyle,2022-07-20,US-2022-122784,Pyle PMP37LED,Central,Consumer,2022-07-27,Standard Class,Illinois,Phones,0.2,13.4386,2,153.584
Furniture,New York City,United States,Howard Miller,2022-07-23,US-2022-120810,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,Home Office,2022-07-27,Standard Class,New York,Furnishings,0,50.2398,3,128.82
Office Supplies,New York City,United States,Belkin,2022-07-23,US-2022-120810,Belkin F5C206VTEL 6 Outlet Surge,East,Home Office,2022-07-27,Standard Class,New York,Appliances,0,20.682,3,68.94
Office Supplies,Rochester,United States,Acco,2022-07-23,US-2022-124044,Acco 3-Hole Punch,East,Consumer,2022-07-26,Second Class,New York,Binders,0.2,3.6792,3,10.512
Furniture,Louisville,United States,Eldon,2022-07-24,US-2022-103135,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",South,Home Office,2022-07-28,Standard Class,Kentucky,Furnishings,0,6.0726,3,20.94
Office Supplies,Louisville,United States,GBC,2022-07-24,US-2022-103135,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,Home Office,2022-07-28,Standard Class,Kentucky,Binders,0,62.1414,9,135.09
Office Supplies,Louisville,United States,GBC,2022-07-24,US-2022-103135,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,Home Office,2022-07-28,Standard Class,Kentucky,Binders,0,41.4276,6,90.06
Technology,Louisville,United States,Anker,2022-07-24,US-2022-103135,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,South,Home Office,2022-07-28,Standard Class,Kentucky,Accessories,0,64.3678,14,279.86
Furniture,Seattle,United States,Sauder,2022-07-25,US-2022-148635,"Sauder Forest Hills Library, Woodland Oak Finish",West,Consumer,2022-07-27,Second Class,Washington,Bookcases,0,56.392,5,704.9
Furniture,Seattle,United States,Office Star,2022-07-25,US-2022-148635,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,West,Consumer,2022-07-27,Second Class,Washington,Chairs,0.2,28.0784,2,561.568
Furniture,Montgomery,United States,Bevis,2022-07-25,US-2022-154291,"Bevis Round Conference Table Top, X-Base",South,Corporate,2022-07-29,Standard Class,Alabama,Tables,0,39.4438,2,358.58
Office Supplies,Philadelphia,United States,GBC,2022-07-25,US-2022-150161,GBC Premium Transparent Covers with Diagonal Lined Pattern,East,Home Office,2022-07-29,Standard Class,Pennsylvania,Binders,0.7,-18.4624,4,25.176
Office Supplies,Montgomery,United States,Other,2022-07-25,US-2022-154291,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,Corporate,2022-07-29,Standard Class,Alabama,Envelopes,0,49.23,9,98.46
Office Supplies,Seattle,United States,Other,2022-07-25,US-2022-148635,Plymouth Boxed Rubber Bands by Plymouth,West,Consumer,2022-07-27,Second Class,Washington,Fasteners,0,0.471,2,9.42
Office Supplies,Seattle,United States,Xerox,2022-07-25,US-2022-148635,Xerox 228,West,Consumer,2022-07-27,Second Class,Washington,Paper,0,6.2208,2,12.96
Technology,Los Angeles,United States,Motorola,2022-07-25,US-2022-139248,Motorola L703CM,West,Consumer,2022-07-30,Standard Class,California,Phones,0.2,38.9975,5,623.96
Furniture,Glendale,United States,Office Star,2022-07-26,US-2022-127754,Office Star - Contemporary Task Swivel Chair,West,Corporate,2022-07-31,Standard Class,Arizona,Chairs,0.2,13.3176,3,266.352
Furniture,Mesa,United States,Bevis,2022-07-26,US-2022-140200,Bevis Boat-Shaped Conference Table,West,Consumer,2022-07-28,First Class,Arizona,Tables,0.5,-204.4458,3,393.165
Office Supplies,Oxnard,United States,Newell,2022-07-26,US-2022-148180,Newell 334,West,Corporate,2022-07-31,Standard Class,California,Art,0,25.792,5,99.2
Office Supplies,Oxnard,United States,Acco,2022-07-26,US-2022-148180,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",West,Corporate,2022-07-31,Standard Class,California,Binders,0.2,3.0861,3,9.144
Office Supplies,Oxnard,United States,Other,2022-07-26,US-2022-148180,Tuff Stuff Recycled Round Ring Binders,West,Corporate,2022-07-31,Standard Class,California,Binders,0.2,8.3868,6,23.136
Office Supplies,San Francisco,United States,Other,2022-07-26,US-2022-136735,Airmail Envelopes,West,Consumer,2022-08-02,Standard Class,California,Envelopes,0,78.8942,2,167.86
Office Supplies,Philadelphia,United States,Eureka,2022-07-26,US-2022-143700,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",East,Consumer,2022-07-26,Same Day,Pennsylvania,Paper,0.2,3.6288,2,10.368
Technology,Louisville,United States,Other,2022-07-27,US-2022-129553,Mediabridge Sport Armband iPhone 5s,South,Consumer,2022-08-02,Standard Class,Kentucky,Phones,0,0.2997,3,29.97
Furniture,Lakeville,United States,Global,2022-07-30,US-2022-164966,"Global Stack Chair without Arms, Black",Central,Home Office,2022-08-01,First Class,Minnesota,Chairs,0,38.97,6,155.88
Furniture,San Francisco,United States,Other,2022-07-30,US-2022-155334,Regeneration Desk Collection,West,Consumer,2022-07-31,First Class,California,Furnishings,0,2.3232,3,5.28
Office Supplies,San Francisco,United States,Other,2022-07-30,US-2022-155334,Presstex Flexible Ring Binders,West,Consumer,2022-07-31,First Class,California,Binders,0.2,4.095,3,10.92
Office Supplies,Houston,United States,Eldon,2022-07-30,US-2022-132507,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,Corporate,2022-08-03,Second Class,Texas,Storage,0.2,6.1792,4,61.792
Technology,San Francisco,United States,Logitech,2022-07-30,US-2022-155334,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,Consumer,2022-07-31,First Class,California,Accessories,0,92.3692,7,209.93
Furniture,New York City,United States,Bevis,2022-07-31,US-2022-124891,"Bevis Round Bullnose 29"" High Table Top",East,Consumer,2022-07-31,Same Day,New York,Tables,0.4,-290.8752,7,1090.782
Office Supplies,New York City,United States,Xerox,2022-07-31,US-2022-124891,Xerox 212,East,Consumer,2022-07-31,Same Day,New York,Paper,0,9.3312,3,19.44
Office Supplies,Saint Louis,United States,Acme,2022-07-31,US-2022-111017,"Acme 10"" Easy Grip Assistive Scissors",Central,Corporate,2022-08-06,Standard Class,Missouri,Supplies,0,15.777,3,52.59
Technology,New York City,United States,Plantronics,2022-07-31,US-2022-124891,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Consumer,2022-07-31,Same Day,New York,Accessories,0,762.1845,7,2309.65
Technology,Hattiesburg,United States,Microsoft,2022-07-31,US-2022-164427,Microsoft Sculpt Comfort Mouse,South,Corporate,2022-08-06,Standard Class,Mississippi,Accessories,0,105.468,6,239.7
Furniture,Los Angeles,United States,Hon,2022-08-01,US-2022-153388,Hon 2111 Invitation Series Corner Table,West,Home Office,2022-08-07,Standard Class,California,Tables,0.2,-175.8708,6,1004.976
Office Supplies,Los Angeles,United States,Prang,2022-08-01,US-2022-153388,Prang Dustless Chalk Sticks,West,Home Office,2022-08-07,Standard Class,California,Art,0,3.36,4,6.72
Furniture,Providence,United States,Office Star,2022-08-02,US-2022-122406,Office Star Flex Back Scooter Chair with White Frame,East,Home Office,2022-08-05,Second Class,Rhode Island,Chairs,0,15.5372,1,110.98
Furniture,Springfield,United States,Balt,2022-08-02,US-2022-112767,Balt Split Level Computer Training Table,West,Consumer,2022-08-06,Standard Class,Oregon,Tables,0.5,-188.7,4,277.5
Office Supplies,Seattle,United States,Ibico,2022-08-02,US-2022-147501,Ibico Presentation Index for Binding Systems,West,Consumer,2022-08-06,Standard Class,Washington,Binders,0.2,2.1492,2,6.368
Office Supplies,Providence,United States,Other,2022-08-02,US-2022-122406,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,Home Office,2022-08-05,Second Class,Rhode Island,Paper,0,4.116,2,8.4
Technology,Providence,United States,Logitech,2022-08-02,US-2022-122406,Logitech G700s Rechargeable Gaming Mouse,East,Home Office,2022-08-05,Second Class,Rhode Island,Accessories,0,83.9916,2,199.98
Technology,Seattle,United States,Okidata,2022-08-02,US-2022-147501,Okidata C331dn Printer,West,Consumer,2022-08-06,Standard Class,Washington,Machines,0.2,41.88,2,558.4
Technology,Providence,United States,Plantronics,2022-08-02,US-2022-122406,Plantronics MX500i Earset,East,Home Office,2022-08-05,Second Class,Rhode Island,Phones,0,3.8655,3,128.85
Furniture,Dallas,United States,Eldon,2022-08-05,US-2022-112214,"Eldon Expressions Wood Desk Accessories, Oak",Central,Corporate,2022-08-11,Standard Class,Texas,Furnishings,0.6,-11.439,5,14.76
Office Supplies,Dallas,United States,Avery,2022-08-05,US-2022-112214,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Central,Corporate,2022-08-11,Standard Class,Texas,Binders,0.8,-2.1792,1,1.362
Office Supplies,Dallas,United States,Other,2022-08-05,US-2022-112214,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Central,Corporate,2022-08-11,Standard Class,Texas,Storage,0.2,-1.2558,7,33.488
Office Supplies,Dallas,United States,Other,2022-08-05,US-2022-112214,Stiletto Hand Letter Openers,Central,Corporate,2022-08-11,Standard Class,Texas,Supplies,0.2,-4.896,3,23.04
Furniture,Houston,United States,O'Sullivan,2022-08-06,US-2022-135251,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Central,Corporate,2022-08-10,Standard Class,Texas,Bookcases,0.32,-114.0174,3,369.1992
Office Supplies,Houston,United States,Avery,2022-08-06,US-2022-135251,Avery Hole Reinforcements,Central,Corporate,2022-08-10,Standard Class,Texas,Binders,0.8,-9.6565,5,6.23
Office Supplies,Houston,United States,Avery,2022-08-06,US-2022-135251,Avery 505,Central,Corporate,2022-08-10,Standard Class,Texas,Labels,0.2,13.32,3,35.52
Office Supplies,Houston,United States,Xerox,2022-08-06,US-2022-135251,Xerox 1906,Central,Corporate,2022-08-10,Standard Class,Texas,Paper,0.2,19.1376,2,56.704
Office Supplies,Houston,United States,Xerox,2022-08-06,US-2022-160794,Xerox 188,Central,Corporate,2022-08-08,First Class,Texas,Paper,0.2,9.8658,3,27.216
Furniture,Kirkwood,United States,Tenex,2022-08-07,US-2022-124219,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Central,Consumer,2022-08-08,First Class,Missouri,Furnishings,0,34.0704,3,212.94
Office Supplies,Baltimore,United States,Acco,2022-08-07,US-2022-117492,"Acco Six-Outlet Power Strip, 4' Cord Length",East,Corporate,2022-08-09,First Class,Maryland,Appliances,0,20.1708,9,77.58
Office Supplies,Philadelphia,United States,Stanley,2022-08-07,US-2022-138331,Stanley Contemporary Battery Pencil Sharpeners,East,Consumer,2022-08-12,Standard Class,Pennsylvania,Art,0.2,10.68,10,106.8
Office Supplies,Bakersfield,United States,Cardinal,2022-08-07,US-2022-141936,Cardinal Hold-It CD Pocket,West,Home Office,2022-08-12,Standard Class,California,Binders,0.2,6.4638,3,19.152
Office Supplies,Kirkwood,United States,Wilson Jones,2022-08-07,US-2022-124219,"Wilson Jones Hanging View Binder, White, 1""",Central,Consumer,2022-08-08,First Class,Missouri,Binders,0,13.064,4,28.4
Office Supplies,Boise,United States,ACCOHIDE,2022-08-07,US-2022-163895,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Corporate,2022-08-11,Standard Class,Idaho,Binders,0.2,1.1151,1,3.304
Office Supplies,Springfield,United States,Avery,2022-08-07,US-2022-163237,Avery 50,South,Corporate,2022-08-09,Second Class,Virginia,Labels,0,11.7782,2,25.06
Technology,Springfield,United States,Ativa,2022-08-07,US-2022-163237,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",South,Corporate,2022-08-09,Second Class,Virginia,Phones,0,148.491,3,494.97
Furniture,San Francisco,United States,Global,2022-08-08,US-2022-168564,Global Ergonomic Managers Chair,West,Consumer,2022-08-08,Same Day,California,Chairs,0.2,10.8588,1,144.784
Office Supplies,Lawrence,United States,Other,2022-08-08,US-2022-129322,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,2022-08-10,Second Class,Massachusetts,Appliances,0,33.0368,2,113.92
Office Supplies,Lawrence,United States,Boston,2022-08-08,US-2022-129322,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,Consumer,2022-08-10,Second Class,Massachusetts,Art,0,11.898,2,39.66
Office Supplies,Lawrence,United States,GBC,2022-08-08,US-2022-129322,GBC DocuBind P50 Personal Binding Machine,East,Consumer,2022-08-10,Second Class,Massachusetts,Binders,0,210.4942,7,447.86
Office Supplies,San Francisco,United States,Other,2022-08-08,US-2022-168564,Presstex Flexible Ring Binders,West,Consumer,2022-08-08,Same Day,California,Binders,0.2,2.73,2,7.28
Office Supplies,San Francisco,United States,ACCOHIDE,2022-08-08,US-2022-168564,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Consumer,2022-08-08,Same Day,California,Binders,0.2,2.2302,2,6.608
Technology,Utica,United States,Logitech,2022-08-08,US-2022-127544,Logitech G600 MMO Gaming Mouse,East,Consumer,2022-08-12,Standard Class,New York,Accessories,0,28.7964,1,79.99
Office Supplies,Toronto,Canada,Other,2022-08-08,CA-2022-129322,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,2022-08-10,Second Class,Ontario,Appliances,0.2,2.73,2,7.28
Office Supplies,Toronto,Canada,Boston,2022-08-08,CA-2022-129322,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,Consumer,2022-08-10,Second Class,Ontario,Art,0.2,2.2302,2,6.608
Office Supplies,Toronto,Canada,GBC,2022-08-08,CA-2022-129322,GBC DocuBind P50 Personal Binding Machine,East,Consumer,2022-08-10,Second Class,Ontario,Binders,0.2,10.8588,1,144.784
Furniture,Milwaukee,United States,O'Sullivan,2022-08-09,US-2022-103954,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Central,Home Office,2022-08-13,Second Class,Wisconsin,Bookcases,0,48.118,5,687.4
Furniture,New York City,United States,OIC,2022-08-09,US-2022-128013,OIC Stacking Trays,East,Corporate,2022-08-16,Standard Class,New York,Furnishings,0,4.4088,3,10.02
